tweet_id,label,score
1550854876694986754,Negative,0.9238301515579224
1550849978607845376,Negative,0.7559731602668762
1550811704820486146,Neutral,0.7978883385658264
1550688256555114496,Neutral,0.7512824535369873
1550613254266912769,Neutral,0.8911864757537842
1550605841576988672,Neutral,0.506676435470581
1550590504873730052,Neutral,0.48610252141952515
1550549570576433152,Neutral,0.5957174897193909
1550547490352828417,Negative,0.9627127051353455
1550498265791172608,Neutral,0.8621371984481812
1550488726366715905,Neutral,0.5957174897193909
1550465012463984641,Neutral,0.81868577003479
1550306111538036737,Neutral,0.5701066255569458
1550268153980239872,Negative,0.9306356310844421
1550263913194950656,Negative,0.6081200242042542
1550246769694588928,Neutral,0.6427320837974548
1550221798121275398,Negative,0.687613844871521
1550180865543643138,Negative,0.8453657031059265
1550178931650822148,Negative,0.9395544528961182
1550163186116186116,Negative,0.938641369342804
1550158308975206400,Negative,0.8774123787879944
1550151065538011136,Neutral,0.8712826371192932
1550128283383058434,Negative,0.9343357086181641
1550098800982822914,Neutral,0.4810263514518738
1549920341824311297,Negative,0.9434701204299927
1549903446429646849,Negative,0.9602879881858826
1549878249018343426,Neutral,0.8250747919082642
1549800158040363009,Neutral,0.8141878247261047
1549799116246507521,Neutral,0.748110830783844
1549787169996374018,Neutral,0.678065299987793
1549773167475949568,Neutral,0.844534695148468
1549768784847806472,Neutral,0.6736938953399658
1549752672496107520,Neutral,0.6979198455810547
1549728312548884481,Neutral,0.8928419351577759
1549598569161801728,Negative,0.8113381266593933
1549483857279426561,Positive,0.635692834854126
1549424006654312450,Neutral,0.8018142580986023
1549412062194958339,Positive,0.5061047077178955
1549403115434246144,Neutral,0.9079946279525757
1549399074499067909,Positive,0.5283265709877014
1549398570146713602,Negative,0.6635008454322815
1549389424311533569,Neutral,0.851986825466156
1549385564239134728,Negative,0.5103083252906799
1549383697471791106,Negative,0.6312745809555054
1549148121430630404,Negative,0.6344924569129944
1549124829344825346,Negative,0.9043983817100525
1549080424588185601,Negative,0.5057945251464844
1549078749697671170,Neutral,0.5597906112670898
1549067842875576321,Neutral,0.8933050632476807
1549053028715544576,Neutral,0.8401349782943726
1548979193962266632,Negative,0.6887915134429932
1548886333422292992,Negative,0.6159288287162781
1548775161696075776,Neutral,0.7397415041923523
1548638649926967296,Positive,0.7408050298690796
1548634599542095872,Neutral,0.6358774304389954
1548503014327009282,Negative,0.7824192047119141
1548502907850412032,Negative,0.8429591059684753
1548371143895093250,Negative,0.8670046329498291
